time,value
2024-07-14T01:36:29.972460666Z,{"lat":10.845468763740989,"lon":106.68211734315157}
2024-07-14T01:36:30.970493404Z,{"lat":10.845468763740989,"lon":106.68211734315157}
2024-07-14T01:36:32.048429855Z,{"lat":10.845468763740989,"lon":106.68211734315157}
2024-07-14T01:36:33.046786244Z,{"lat":10.845468763740989,"lon":106.68211734315157}
2024-07-14T01:36:34.075947213Z,{"lat":10.845459249895132,"lon":106.68210059164258}
2024-07-14T01:36:35.764408069Z,{"lat":10.845459249895132,"lon":106.68210059164258}
2024-07-14T01:36:36.040275756Z,{"lat":10.845443750881936,"lon":106.68208881412733}
2024-07-14T01:36:37.036421727Z,{"lat":10.845443750881936,"lon":106.68208881412733}
2024-07-14T01:36:38.037614519Z,{"lat":10.845443750881936,"lon":106.68208881412733}
2024-07-14T01:36:39.046461796Z,{"lat":10.845443750881936,"lon":106.68208881412733}
2024-07-14T01:36:40.060483931Z,{"lat":10.845443750881936,"lon":106.68208881412733}
2024-07-14T01:36:41.076436754Z,{"lat":10.845443750881936,"lon":106.68208881412733}
2024-07-14T01:36:42.096403195Z,{"lat":10.845435009207844,"lon":106.68208238210494}
2024-07-14T01:36:43.126455714Z,{"lat":10.845462637878807,"lon":106.68208347644897}
2024-07-14T01:36:44.126968095Z,{"lat":10.845462637878807,"lon":106.68208347644897}
2024-07-14T01:36:45.746985232Z,{"lat":10.845462637878807,"lon":106.68208347644897}
2024-07-14T01:36:46.148675123Z,{"lat":10.845472663330566,"lon":106.68208311618447}
2024-07-14T01:36:47.171739868Z,{"lat":10.845472663330566,"lon":106.68208311618447}
2024-07-14T01:36:48.181261582Z,{"lat":10.845462638578844,"lon":106.68208220650644}
2024-07-14T01:36:49.212784589Z,{"lat":10.845462638578844,"lon":106.68208220650644}
2024-07-14T01:36:50.219080495Z,{"lat":10.845462638578844,"lon":106.68208220650644}
2024-07-14T01:36:51.233909428Z,{"lat":10.845462638578844,"lon":106.68208220650644}
2024-07-14T01:36:52.232892681Z,{"lat":10.845462638578844,"lon":106.68208220650644}
2024-07-14T01:36:53.26377434Z,{"lat":10.845462638578844,"lon":106.68208220650644}
2024-07-14T01:36:54.275944081Z,{"lat":10.845426470527368,"lon":106.68208763662547}
2024-07-14T01:36:55.287768281Z,{"lat":10.845426470527368,"lon":106.68208763662547}
2024-07-14T01:36:56.297365796Z,{"lat":10.845426470527368,"lon":106.68208763662547}
2024-07-14T01:36:57.295675016Z,{"lat":10.845426470527368,"lon":106.68208763662547}
2024-07-14T01:36:58.327779503Z,{"lat":10.845426470527368,"lon":106.68208763662547}
2024-07-14T01:36:59.352398157Z,{"lat":10.845426470527368,"lon":106.68208763662547}
2024-07-14T01:37:00.363726628Z,{"lat":10.845432583868192,"lon":106.6820841225214}
2024-07-14T01:37:01.900205148Z,{"lat":10.845432583868192,"lon":106.6820841225214}
2024-07-14T01:37:02.3941679Z,{"lat":10.845433536747613,"lon":106.68208299104187}
2024-07-14T01:37:03.407312496Z,{"lat":10.845433536747613,"lon":106.68208299104187}
2024-07-14T01:37:04.422087306Z,{"lat":10.845433536747613,"lon":106.68208299104187}
2024-07-14T01:37:05.425414658Z,{"lat":10.845433536747613,"lon":106.68208299104187}
2024-07-14T01:37:06.445122082Z,{"lat":10.845433536747613,"lon":106.68208299104187}
2024-07-14T01:37:07.461987314Z,{"lat":10.845433536747613,"lon":106.68208299104187}
2024-07-14T01:37:08.457494995Z,{"lat":10.845448668866755,"lon":106.6821078025096}
2024-07-14T01:37:10.048448098Z,{"lat":10.845448668866755,"lon":106.6821078025096}
2024-07-14T01:37:10.489223306Z,{"lat":10.845448668866755,"lon":106.6821078025096}
2024-07-14T01:37:11.509234015Z,{"lat":10.845448668866755,"lon":106.6821078025096}
2024-07-14T01:37:12.522278099Z,{"lat":10.845448668866755,"lon":106.6821078025096}
2024-07-14T01:37:14.069542943Z,{"lat":10.845448668866755,"lon":106.6821078025096}
2024-07-14T01:37:14.543389989Z,{"lat":10.84542799099487,"lon":106.68208903262541}
2024-07-14T01:37:15.546868147Z,{"lat":10.84542799099487,"lon":106.68208903262541}
2024-07-14T01:37:16.557240823Z,{"lat":10.84542799099487,"lon":106.68208903262541}
2024-07-14T01:37:17.559747483Z,{"lat":10.84542799099487,"lon":106.68208903262541}
2024-07-14T01:37:19.092683865Z,{"lat":10.84542799099487,"lon":106.68208903262541}
2024-07-14T01:37:20.164036251Z,{"lat":10.845435738531979,"lon":106.68208328932796}
2024-07-14T01:37:20.607020933Z,{"lat":10.845433525024886,"lon":106.6820857196321}
2024-07-14T01:37:21.620812139Z,{"lat":10.845433525024886,"lon":106.6820857196321}
2024-07-14T01:37:22.62850945Z,{"lat":10.845433525024886,"lon":106.6820857196321}
2024-07-14T01:37:23.821759351Z,{"lat":10.845433525024886,"lon":106.6820857196321}
2024-07-14T01:37:24.662733537Z,{"lat":10.845433525024886,"lon":106.6820857196321}
2024-07-14T01:37:25.668601904Z,{"lat":10.84544051843718,"lon":106.68208184227863}
2024-07-14T01:37:26.677674593Z,{"lat":10.84543265886696,"lon":106.68208536626939}
2024-07-14T01:37:27.688990652Z,{"lat":10.84543265886696,"lon":106.68208536626939}
2024-07-14T01:37:28.706938192Z,{"lat":10.84543265886696,"lon":106.68208536626939}
2024-07-14T01:37:29.707864421Z,{"lat":10.84543265886696,"lon":106.68208536626939}
2024-07-14T01:37:30.724901244Z,{"lat":10.84543265886696,"lon":106.68208536626939}
2024-07-14T01:37:31.849075264Z,{"lat":10.845440609145292,"lon":106.68208224634552}
2024-07-14T01:37:32.760037302Z,{"lat":10.845429375476039,"lon":106.68208098015913}
2024-07-14T01:37:33.77986963Z,{"lat":10.845429375476039,"lon":106.68208098015913}
2024-07-14T01:37:34.780932881Z,{"lat":10.845429375476039,"lon":106.68208098015913}
2024-07-14T01:37:35.787826489Z,{"lat":10.845429375476039,"lon":106.68208098015913}
2024-07-14T01:37:36.814756517Z,{"lat":10.845429375476039,"lon":106.68208098015913}
2024-07-14T01:37:37.828842787Z,{"lat":10.845439370182838,"lon":106.68208033931772}
2024-07-14T01:37:38.839063936Z,{"lat":10.845434534289994,"lon":106.68208511697821}
2024-07-14T01:37:39.847428494Z,{"lat":10.845434534289994,"lon":106.68208511697821}
2024-07-14T01:37:40.863995808Z,{"lat":10.845434534289994,"lon":106.68208511697821}
2024-07-14T01:37:41.884535894Z,{"lat":10.845434534289994,"lon":106.68208511697821}
2024-07-14T01:37:42.912622525Z,{"lat":10.845434534289994,"lon":106.68208511697821}
2024-07-14T01:37:43.99815246Z,{"lat":10.84544278376927,"lon":106.68208327317328}
2024-07-14T01:37:44.943368233Z,{"lat":10.845427966149183,"lon":106.68208766273503}
2024-07-14T01:37:45.950400021Z,{"lat":10.845427966149183,"lon":106.68208766273503}
2024-07-14T01:37:46.984655403Z,{"lat":10.845427966149183,"lon":106.68208766273503}
2024-07-14T01:37:47.993299878Z,{"lat":10.845427966149183,"lon":106.68208766273503}
2024-07-14T01:37:49.00030308Z,{"lat":10.845427966149183,"lon":106.68208766273503}
2024-07-14T01:37:50.011682366Z,{"lat":10.845439280369837,"lon":106.68208469265855}
2024-07-14T01:37:51.033685138Z,{"lat":10.845480578826066,"lon":106.68208091137913}
2024-07-14T01:37:52.032652711Z,{"lat":10.845480578826066,"lon":106.68208091137913}
2024-07-14T01:37:53.058284499Z,{"lat":10.845480578826066,"lon":106.68208091137913}
2024-07-14T01:37:54.080853381Z,{"lat":10.845480578826066,"lon":106.68208091137913}
2024-07-14T01:37:55.09380272Z,{"lat":10.845480578826066,"lon":106.68208091137913}
2024-07-14T01:37:56.109444389Z,{"lat":10.845437496359642,"lon":106.68208560400667}
2024-07-14T01:37:57.116596815Z,{"lat":10.845437496359642,"lon":106.68208560400667}
2024-07-14T01:37:58.126993642Z,{"lat":10.845437496359642,"lon":106.68208560400667}
2024-07-14T01:37:59.150786326Z,{"lat":10.845437496359642,"lon":106.68208560400667}
2024-07-14T01:38:00.17695553Z,{"lat":10.845437496359642,"lon":106.68208560400667}
2024-07-14T01:38:01.186744074Z,{"lat":10.845437496359642,"lon":106.68208560400667}
2024-07-14T01:38:02.1738665Z,{"lat":10.845462347154864,"lon":106.68211636920898}
2024-07-14T01:38:03.198962606Z,{"lat":10.845462347154864,"lon":106.68211636920898}
2024-07-14T01:38:04.197843125Z,{"lat":10.845462347154864,"lon":106.68211636920898}
2024-07-14T01:38:05.211828165Z,{"lat":10.845462347154864,"lon":106.68211636920898}
2024-07-14T01:38:06.22878719Z,{"lat":10.845462347154864,"lon":106.68211636920898}
2024-07-14T01:38:07.234684324Z,{"lat":10.845462347154864,"lon":106.68211636920898}
2024-07-14T01:38:08.246578228Z,{"lat":10.845436381970881,"lon":106.68208804081364}
2024-07-14T01:38:09.278337376Z,{"lat":10.845436381970881,"lon":106.68208804081364}
2024-07-14T01:38:10.279956502Z,{"lat":10.845436381970881,"lon":106.68208804081364}
2024-07-14T01:38:11.299890672Z,{"lat":10.845436381970881,"lon":106.68208804081364}
2024-07-14T01:38:12.317962988Z,{"lat":10.845436381970881,"lon":106.68208804081364}
2024-07-14T01:38:13.326894357Z,{"lat":10.845436381970881,"lon":106.68208804081364}
2024-07-14T01:38:14.344910783Z,{"lat":10.845433812310922,"lon":106.68208531834905}
2024-07-14T01:38:15.345056398Z,{"lat":10.845433812310922,"lon":106.68208531834905}
2024-07-14T01:38:16.367211344Z,{"lat":10.845433812310922,"lon":106.68208531834905}
2024-07-14T01:38:17.381079889Z,{"lat":10.845433812310922,"lon":106.68208531834905}
2024-07-14T01:38:18.396089656Z,{"lat":10.845433812310922,"lon":106.68208531834905}
2024-07-14T01:38:19.402224504Z,{"lat":10.845433812310922,"lon":106.68208531834905}
2024-07-14T01:38:20.411506735Z,{"lat":10.84542644031731,"lon":106.68208759033783}
2024-07-14T01:38:21.426393061Z,{"lat":10.84542644031731,"lon":106.68208759033783}
2024-07-14T01:38:22.435280137Z,{"lat":10.84542644031731,"lon":106.68208759033783}
2024-07-14T01:38:23.437282978Z,{"lat":10.84542644031731,"lon":106.68208759033783}
2024-07-14T01:38:24.459853775Z,{"lat":10.84542644031731,"lon":106.68208759033783}
2024-07-14T01:38:25.48332809Z,{"lat":10.84542644031731,"lon":106.68208759033783}
2024-07-14T01:38:26.502504172Z,{"lat":10.8454289477742,"lon":106.68209086333388}
2024-07-14T01:38:27.516186085Z,{"lat":10.8454289477742,"lon":106.68209086333388}
2024-07-14T01:38:28.535421265Z,{"lat":10.8454289477742,"lon":106.68209086333388}
2024-07-14T01:38:29.540350087Z,{"lat":10.8454289477742,"lon":106.68209086333388}
2024-07-14T01:38:30.563940252Z,{"lat":10.8454289477742,"lon":106.68209086333388}
2024-07-14T01:38:31.570204383Z,{"lat":10.8454289477742,"lon":106.68209086333388}
2024-07-14T01:38:32.579256893Z,{"lat":10.8454331775998,"lon":106.682086118005}
2024-07-14T01:38:33.592655023Z,{"lat":10.8454331775998,"lon":106.682086118005}
2024-07-14T01:38:34.611359237Z,{"lat":10.8454331775998,"lon":106.682086118005}
2024-07-14T01:38:35.628569205Z,{"lat":10.8454331775998,"lon":106.682086118005}
2024-07-14T01:38:36.630880335Z,{"lat":10.8454331775998,"lon":106.682086118005}
2024-07-14T01:38:37.645646771Z,{"lat":10.84544203011237,"lon":106.68208247831824}
2024-07-14T01:38:38.653436873Z,{"lat":10.84543135414828,"lon":106.68208124071153}
2024-07-14T01:38:39.649935433Z,{"lat":10.84543135414828,"lon":106.68208124071153}
2024-07-14T01:38:40.658537393Z,{"lat":10.84543135414828,"lon":106.68208124071153}
2024-07-14T01:38:41.665359216Z,{"lat":10.84543135414828,"lon":106.68208124071153}
2024-07-14T01:38:42.681561436Z,{"lat":10.84543135414828,"lon":106.68208124071153}
2024-07-14T01:38:43.698916762Z,{"lat":10.845441124814114,"lon":106.68208029764837}
2024-07-14T01:38:44.698895131Z,{"lat":10.845427297787172,"lon":106.68208704723344}
2024-07-14T01:38:45.710753609Z,{"lat":10.845427297787172,"lon":106.68208704723344}
2024-07-14T01:38:46.735718441Z,{"lat":10.845427297787172,"lon":106.68208704723344}
2024-07-14T01:38:47.75561776Z,{"lat":10.845427297787172,"lon":106.68208704723344}
2024-07-14T01:38:48.765763938Z,{"lat":10.845427297787172,"lon":106.68208704723344}
2024-07-14T01:38:49.84802038Z,{"lat":10.845439222275628,"lon":106.68208414854755}
2024-07-14T01:38:50.779568994Z,{"lat":10.845427113330109,"lon":106.68208820148902}
2024-07-14T01:38:51.780276712Z,{"lat":10.845427113330109,"lon":106.68208820148902}
2024-07-14T01:38:52.797068587Z,{"lat":10.845427113330109,"lon":106.68208820148902}
2024-07-14T01:38:53.799016973Z,{"lat":10.845427113330109,"lon":106.68208820148902}
2024-07-14T01:38:54.8229965Z,{"lat":10.845427113330109,"lon":106.68208820148902}
2024-07-14T01:38:55.857079727Z,{"lat":10.845439723946859,"lon":106.68208468849656}
2024-07-14T01:38:56.830245477Z,{"lat":10.845440548213181,"lon":106.68208964580143}
2024-07-14T01:38:57.837726267Z,{"lat":10.845440548213181,"lon":106.68208964580143}
2024-07-14T01:38:58.841051853Z,{"lat":10.845440548213181,"lon":106.68208964580143}
2024-07-14T01:38:59.864230905Z,{"lat":10.845440548213181,"lon":106.68208964580143}
2024-07-14T01:39:00.862174763Z,{"lat":10.845440548213181,"lon":106.68208964580143}
2024-07-14T01:39:01.890368209Z,{"lat":10.845447242705143,"lon":106.68208528976068}
2024-07-14T01:39:02.893310168Z,{"lat":10.845430164873825,"lon":106.68208144054252}
2024-07-14T01:39:03.894059738Z,{"lat":10.845430164873825,"lon":106.68208144054252}
2024-07-14T01:39:04.914279672Z,{"lat":10.845430164873825,"lon":106.68208144054252}
2024-07-14T01:39:05.932625904Z,{"lat":10.845430164873825,"lon":106.68208144054252}
2024-07-14T01:39:06.945434185Z,{"lat":10.845430164873825,"lon":106.68208144054252}
2024-07-14T01:39:08.025014611Z,{"lat":10.845440637884522,"lon":106.6820806908038}
2024-07-14T01:39:08.960567409Z,{"lat":10.845432458079063,"lon":106.68208116608747}
2024-07-14T01:39:09.980716129Z,{"lat":10.845432458079063,"lon":106.68208116608747}
2024-07-14T01:39:10.981699433Z,{"lat":10.845432458079063,"lon":106.68208116608747}
2024-07-14T01:39:12.003639168Z,{"lat":10.845432458079063,"lon":106.68208116608747}
2024-07-14T01:39:13.017660912Z,{"lat":10.845432458079063,"lon":106.68208116608747}
2024-07-14T01:39:14.030434423Z,{"lat":10.84544217358067,"lon":106.68208120720136}
2024-07-14T01:39:15.046765276Z,{"lat":10.845431583576756,"lon":106.68209015163697}
2024-07-14T01:39:16.046785676Z,{"lat":10.845431583576756,"lon":106.68209015163697}
2024-07-14T01:39:17.046692666Z,{"lat":10.845431583576756,"lon":106.68209015163697}
2024-07-14T01:39:18.065526958Z,{"lat":10.845431583576756,"lon":106.68209015163697}
2024-07-14T01:39:19.081670916Z,{"lat":10.845431583576756,"lon":106.68209015163697}
2024-07-14T01:39:20.095993306Z,{"lat":10.845443599721834,"lon":106.68208470154696}
2024-07-14T01:39:21.113006197Z,{"lat":10.845464329990232,"lon":106.68208413297967}
2024-07-14T01:39:22.131780911Z,{"lat":10.845464329990232,"lon":106.68208413297967}
2024-07-14T01:39:23.130779472Z,{"lat":10.845464329990232,"lon":106.68208413297967}
2024-07-14T01:39:24.13180314Z,{"lat":10.845464329990232,"lon":106.68208413297967}
2024-07-14T01:39:25.113366285Z,{"lat":10.845464329990232,"lon":106.68208413297967}
2024-07-14T01:39:26.115934975Z,{"lat":10.845435742842003,"lon":106.68208582172383}
2024-07-14T01:39:27.132777714Z,{"lat":10.845432508622016,"lon":106.68208631855735}
2024-07-14T01:39:28.14828229Z,{"lat":10.845432508622016,"lon":106.68208631855735}
2024-07-14T01:39:29.163239732Z,{"lat":10.845432508622016,"lon":106.68208631855735}
2024-07-14T01:39:30.154905363Z,{"lat":10.845432508622016,"lon":106.68208631855735}
2024-07-14T01:39:31.167971484Z,{"lat":10.845432508622016,"lon":106.68208631855735}
2024-07-14T01:39:32.182149861Z,{"lat":10.845438262108567,"lon":106.68208416292673}
2024-07-14T01:39:33.197052497Z,{"lat":10.84542095114544,"lon":106.68208461405354}
2024-07-14T01:39:34.196076719Z,{"lat":10.84542095114544,"lon":106.68208461405354}
2024-07-14T01:39:35.212244624Z,{"lat":10.84542095114544,"lon":106.68208461405354}
2024-07-14T01:39:36.22900615Z,{"lat":10.84542095114544,"lon":106.68208461405354}
2024-07-14T01:39:37.252990831Z,{"lat":10.84542095114544,"lon":106.68208461405354}
2024-07-14T01:39:38.240143431Z,{"lat":10.845418225599547,"lon":106.6820656157815}
2024-07-14T01:39:39.250217817Z,{"lat":10.845418225599547,"lon":106.6820656157815}
2024-07-14T01:39:40.262757588Z,{"lat":10.845418225599547,"lon":106.6820656157815}
2024-07-14T01:39:41.271187889Z,{"lat":10.845418225599547,"lon":106.6820656157815}
2024-07-14T01:39:42.278288243Z,{"lat":10.845418225599547,"lon":106.6820656157815}
2024-07-14T01:39:43.279968672Z,{"lat":10.845418225599547,"lon":106.6820656157815}
2024-07-14T01:39:44.293405427Z,{"lat":10.845454011950762,"lon":106.68208103971047}
2024-07-14T01:39:45.297155318Z,{"lat":10.845454011950762,"lon":106.68208103971047}
2024-07-14T01:39:46.303303904Z,{"lat":10.845454011950762,"lon":106.68208103971047}
2024-07-14T01:39:47.438666676Z,{"lat":10.845454011950762,"lon":106.68208103971047}
2024-07-14T01:39:48.339413309Z,{"lat":10.845454011950762,"lon":106.68208103971047}
2024-07-14T01:39:49.406850428Z,{"lat":10.845454011950762,"lon":106.68208103971047}
2024-07-14T01:39:50.436882836Z,{"lat":10.845454603556004,"lon":106.68208332566395}
2024-07-14T01:39:51.349848923Z,{"lat":10.845454603556004,"lon":106.68208332566395}
2024-07-14T01:39:52.372760465Z,{"lat":10.845450656758143,"lon":106.68208368507388}
2024-07-14T01:39:53.350864262Z,{"lat":10.845450656758143,"lon":106.68208368507388}
2024-07-14T01:39:54.37176635Z,{"lat":10.845450656758143,"lon":106.68208368507388}
2024-07-14T01:39:55.380603055Z,{"lat":10.845450656758143,"lon":106.68208368507388}
2024-07-14T01:39:56.390864359Z,{"lat":10.845450656758143,"lon":106.68208368507388}
2024-07-14T01:39:58.145914921Z,{"lat":10.845450656758143,"lon":106.68208368507388}
2024-07-14T01:39:58.449561071Z,{"lat":10.845422847248946,"lon":106.68208855828622}
2024-07-14T01:39:59.431838738Z,{"lat":10.845422847248946,"lon":106.68208855828622}
2024-07-14T01:40:00.443254301Z,{"lat":10.845422847248946,"lon":106.68208855828622}
2024-07-14T01:40:01.460987649Z,{"lat":10.845422847248946,"lon":106.68208855828622}
2024-07-14T01:40:02.460944692Z,{"lat":10.845422847248946,"lon":106.68208855828622}
2024-07-14T01:40:03.468922261Z,{"lat":10.845422847248946,"lon":106.68208855828622}
2024-07-14T01:40:04.481141828Z,{"lat":10.845425102407061,"lon":106.68208798955182}
2024-07-14T01:40:05.482839725Z,{"lat":10.845425102407061,"lon":106.68208798955182}
2024-07-14T01:40:06.486264193Z,{"lat":10.845425102407061,"lon":106.68208798955182}
2024-07-14T01:40:07.489142556Z,{"lat":10.845423481892025,"lon":106.68208923241902}
2024-07-14T01:40:08.499717457Z,{"lat":10.845423481892025,"lon":106.68208923241902}
2024-07-14T01:40:09.51955711Z,{"lat":10.845423481892025,"lon":106.68208923241902}
2024-07-14T01:40:10.524165108Z,{"lat":10.845429629753802,"lon":106.68208633060304}
2024-07-14T01:40:12.107381386Z,{"lat":10.845429629753802,"lon":106.68208633060304}
2024-07-14T01:40:13.646256344Z,{"lat":10.845429629753802,"lon":106.68208633060304}
2024-07-14T01:40:13.92136716Z,{"lat":10.845429629753802,"lon":106.68208633060304}
2024-07-14T01:40:14.594971256Z,{"lat":10.845429629753802,"lon":106.68208633060304}
2024-07-14T01:40:15.592350025Z,{"lat":10.845434453728528,"lon":106.68208404316796}
2024-07-14T01:40:16.626478973Z,{"lat":10.84540808754564,"lon":106.68208346062401}
2024-07-14T01:40:17.601179902Z,{"lat":10.84540808754564,"lon":106.68208346062401}
2024-07-14T01:40:18.608272713Z,{"lat":10.845400004184397,"lon":106.68208369860442}
2024-07-14T01:40:19.616418127Z,{"lat":10.845400004184397,"lon":106.68208369860442}
2024-07-14T01:40:20.630331739Z,{"lat":10.845400004184397,"lon":106.68208369860442}
2024-07-14T01:40:21.643100134Z,{"lat":10.845418615356955,"lon":106.68208308461041}
2024-07-14T01:40:22.656657277Z,{"lat":10.845418615356955,"lon":106.68208308461041}
2024-07-14T01:40:23.82025303Z,{"lat":10.845418615356955,"lon":106.68208308461041}
2024-07-14T01:40:24.680691142Z,{"lat":10.845418615356955,"lon":106.68208308461041}
2024-07-14T01:40:25.680725178Z,{"lat":10.845418615356955,"lon":106.68208308461041}
2024-07-14T01:40:26.700236768Z,{"lat":10.845418615356955,"lon":106.68208308461041}
2024-07-14T01:40:27.705500525Z,{"lat":10.845440649251303,"lon":106.68208287112579}
2024-07-14T01:40:28.72053498Z,{"lat":10.845440649251303,"lon":106.68208287112579}
2024-07-14T01:40:29.725672789Z,{"lat":10.845437969507586,"lon":106.6820829448428}
2024-07-14T01:40:30.734252286Z,{"lat":10.845437969507586,"lon":106.6820829448428}
2024-07-14T01:40:31.7468506Z,{"lat":10.845437969507586,"lon":106.6820829448428}
2024-07-14T01:40:32.759425056Z,{"lat":10.845437969507586,"lon":106.6820829448428}
2024-07-14T01:40:33.769761444Z,{"lat":10.845437969507586,"lon":106.6820829448428}
2024-07-14T01:40:34.777456022Z,{"lat":10.845437969507586,"lon":106.6820829448428}
2024-07-14T01:40:35.841006488Z,{"lat":10.845439199553534,"lon":106.68208282629875}
2024-07-14T01:40:36.786496703Z,{"lat":10.845428026414938,"lon":106.68208724916789}
2024-07-14T01:40:37.786978205Z,{"lat":10.845428026414938,"lon":106.68208724916789}
2024-07-14T01:40:38.811595113Z,{"lat":10.845428026414938,"lon":106.68208724916789}
2024-07-14T01:40:39.805987957Z,{"lat":10.845428026414938,"lon":106.68208724916789}
2024-07-14T01:40:40.815940123Z,{"lat":10.845428026414938,"lon":106.68208724916789}
2024-07-14T01:40:41.840852833Z,{"lat":10.845438521954437,"lon":106.68208515532338}
2024-07-14T01:40:42.817900072Z,{"lat":10.845430945421244,"lon":106.68209133125987}
2024-07-14T01:40:43.823285196Z,{"lat":10.845430945421244,"lon":106.68209133125987}
2024-07-14T01:40:44.828143441Z,{"lat":10.845430945421244,"lon":106.68209133125987}
2024-07-14T01:40:45.848939388Z,{"lat":10.845430945421244,"lon":106.68209133125987}
2024-07-14T01:40:46.864909667Z,{"lat":10.845430945421244,"lon":106.68209133125987}
2024-07-14T01:40:47.89075119Z,{"lat":10.845440979949316,"lon":106.6820868520732}
2024-07-14T01:40:48.870887461Z,{"lat":10.845430921605749,"lon":106.68208161778342}
2024-07-14T01:40:49.894193741Z,{"lat":10.845430921605749,"lon":106.68208161778342}
2024-07-14T01:40:50.901408838Z,{"lat":10.845430921605749,"lon":106.68208161778342}
2024-07-14T01:40:51.916217066Z,{"lat":10.845430921605749,"lon":106.68208161778342}
2024-07-14T01:40:52.929441826Z,{"lat":10.845430921605749,"lon":106.68208161778342}
2024-07-14T01:40:54.056640059Z,{"lat":10.845441392420078,"lon":106.68208113064357}
2024-07-14T01:40:54.953108111Z,{"lat":10.84542544788824,"lon":106.68208753404062}
2024-07-14T01:40:55.951961017Z,{"lat":10.84542544788824,"lon":106.68208753404062}
2024-07-14T01:40:56.969402759Z,{"lat":10.84542544788824,"lon":106.68208753404062}
2024-07-14T01:40:57.964209358Z,{"lat":10.84542544788824,"lon":106.68208753404062}
2024-07-14T01:40:58.96596596Z,{"lat":10.84542544788824,"lon":106.68208753404062}
2024-07-14T01:41:00.052506435Z,{"lat":10.845438626270052,"lon":106.68208479939798}
2024-07-14T01:41:00.971505338Z,{"lat":10.845433885251385,"lon":106.68208572419346}
2024-07-14T01:41:01.987229462Z,{"lat":10.845433885251385,"lon":106.68208572419346}
2024-07-14T01:41:02.994278851Z,{"lat":10.845433885251385,"lon":106.68208572419346}
2024-07-14T01:41:04.014042979Z,{"lat":10.845433885251385,"lon":106.68208572419346}
2024-07-14T01:41:05.024734216Z,{"lat":10.845433885251385,"lon":106.68208572419346}
2024-07-14T01:41:06.044455585Z,{"lat":10.845443738049743,"lon":106.68208360021919}
2024-07-14T01:41:07.036118822Z,{"lat":10.845434846381684,"lon":106.68208567859287}
2024-07-14T01:41:08.03872138Z,{"lat":10.845434846381684,"lon":106.68208567859287}
2024-07-14T01:41:09.050439628Z,{"lat":10.845434846381684,"lon":106.68208567859287}
2024-07-14T01:41:10.050596524Z,{"lat":10.845434846381684,"lon":106.68208567859287}
2024-07-14T01:41:11.052185092Z,{"lat":10.845434846381684,"lon":106.68208567859287}
2024-07-14T01:41:12.045841625Z,{"lat":10.845443824062723,"lon":106.68208359697502}
2024-07-14T01:41:13.05411722Z,{"lat":10.845427404277515,"lon":106.6820878154705}
2024-07-14T01:41:14.055516705Z,{"lat":10.845427404277515,"lon":106.6820878154705}
2024-07-14T01:41:15.063613802Z,{"lat":10.845427404277515,"lon":106.6820878154705}
2024-07-14T01:41:16.083728157Z,{"lat":10.845427404277515,"lon":106.6820878154705}
2024-07-14T01:41:17.096836056Z,{"lat":10.845427404277515,"lon":106.6820878154705}
2024-07-14T01:41:18.091732175Z,{"lat":10.845430093700356,"lon":106.68209090735517}
2024-07-14T01:41:19.103607618Z,{"lat":10.845430093700356,"lon":106.68209090735517}
2024-07-14T01:41:20.112065234Z,{"lat":10.845430093700356,"lon":106.68209090735517}
2024-07-14T01:41:21.108131055Z,{"lat":10.845430093700356,"lon":106.68209090735517}
2024-07-14T01:41:22.129749184Z,{"lat":10.845430093700356,"lon":106.68209090735517}
2024-07-14T01:41:23.144437686Z,{"lat":10.845430093700356,"lon":106.68209090735517}
2024-07-14T01:41:24.157991243Z,{"lat":10.845429285471036,"lon":106.68208155048661}
2024-07-14T01:41:25.171196069Z,{"lat":10.845429285471036,"lon":106.68208155048661}
2024-07-14T01:41:26.180986194Z,{"lat":10.845429285471036,"lon":106.68208155048661}
2024-07-14T01:41:27.193499655Z,{"lat":10.845429285471036,"lon":106.68208155048661}
2024-07-14T01:41:28.199079945Z,{"lat":10.845429285471036,"lon":106.68208155048661}
2024-07-14T01:41:29.193920638Z,{"lat":10.845429285471036,"lon":106.68208155048661}
2024-07-14T01:41:30.204238832Z,{"lat":10.84542783063697,"lon":106.68208722440194}
2024-07-14T01:41:31.188421261Z,{"lat":10.84542783063697,"lon":106.68208722440194}
2024-07-14T01:41:32.215376093Z,{"lat":10.84542783063697,"lon":106.68208722440194}
2024-07-14T01:41:33.221282016Z,{"lat":10.84542783063697,"lon":106.68208722440194}
2024-07-14T01:41:34.229363124Z,{"lat":10.84542783063697,"lon":106.68208722440194}
2024-07-14T01:41:35.242238976Z,{"lat":10.84542783063697,"lon":106.68208722440194}
2024-07-14T01:41:36.242588201Z,{"lat":10.845427488216114,"lon":106.68208739898635}
2024-07-14T01:41:37.255365471Z,{"lat":10.845427488216114,"lon":106.68208739898635}
2024-07-14T01:41:38.259413372Z,{"lat":10.845427488216114,"lon":106.68208739898635}
2024-07-14T01:41:39.263789489Z,{"lat":10.845427488216114,"lon":106.68208739898635}
2024-07-14T01:41:40.275519087Z,{"lat":10.845427488216114,"lon":106.68208739898635}
2024-07-14T01:41:41.293298943Z,{"lat":10.845427488216114,"lon":106.68208739898635}
2024-07-14T01:41:42.292644679Z,{"lat":10.845427462685956,"lon":106.68208763705434}
2024-07-14T01:41:43.304617376Z,{"lat":10.845427462685956,"lon":106.68208763705434}
